matricule,first_name,last_name,date_naiss,gender,ministry,grade,diff_recens,diff_conges,diff_travail,actif
702931-D,Merell,Loffill,11/26/1976,Male,MINSUP,B,5554259,5417919,1410173319,0
736845-S,Emmie,Druitt,11/14/1981,Female,MINREX,B,7154444,4257605,1945372270,1
903623-X,Godwin,O'Lennane,10/2/1974,Male,MINREX,A,4378388,3486235,1899254085,0
325325-B,Arv,Dicke,4/26/1996,Male,MINSEC,C,29763975,220454,579357867,0
934720-Z,Ave,Govinlock,3/17/1977,Male,MINFI,D,18065256,4901977,1993554219,1
523418-G,Katlin,Done,7/2/1991,Female,MINSUP,C,22489527,5764324,1942434060,1
843402-O,Reynolds,Pincott,12/19/1995,Male,MINSEC,D,27924869,3566964,1956223479,0
871372-D,Tine,Edelheid,8/25/2001,Female,MINFI,D,19431833,5040440,308313311,1
111551-H,Arluene,Dun,9/30/1994,Bigender,MINEDUB,D,4717296,4519084,398149666,1
684038-L,Vidovic,Gude,6/19/1987,Male,MINEDUB,C,10258,4666029,661252374,1
616848-Q,Colby,Rushe,12/19/1970,Male,MINSUP,D,29385480,1105422,1216392221,0
765177-H,Lynnette,Amery,8/10/1991,Female,MINSEC,A,14361820,1618179,1888522938,0
821308-F,Clea,Autrie,6/5/1990,Female,MINSEC,D,29676999,4120919,114274558,0
222705-J,Collin,Silcocks,6/23/2002,Male,MINSUP,B,21428486,5094670,548352254,1
776856-A,Bertina,Sharvell,11/10/1983,Female,MINFI,D,8246706,4798558,1579237943,1
526650-W,Nikolia,Pietrzak,9/13/1982,Female,MINSUP,B,28348616,5960673,534562576,1
824285-M,Leticia,Yesenin,7/29/1971,Female,MINFI,B,19853189,1410511,1099456963,1
152197-Q,Thatch,Cordle,4/25/1979,Male,MINFI,B,7288941,4417107,464994008,1
408804-A,Melitta,Fishbourn,10/24/2002,Female,MINSUP,A,25350044,674849,1096530830,1
575029-J,Vita,Melsome,8/10/1987,Female,MINFI,C,15516723,5014802,1215371586,1
724676-B,Allison,Deport,11/14/1987,Female,MINSUP,D,4295356,2852431,131108480,1
221783-B,Rochette,Murrum,5/13/1999,Female,MINFI,A,20022638,3797189,382219097,0
322335-U,Noach,Feben,8/6/1974,Male,MINCOM,B,6592109,2765541,1342062773,1
415440-D,Shepard,Male,1/1/1974,Bigender,MINFI,B,18701269,5113792,419302499,0
314493-L,Fairlie,Pisco,1/15/1991,Male,MINREX,B,9381493,5123510,262287292,0
583639-K,Marsh,Fallawe,6/23/1978,Male,MINEDUB,D,20657629,4756326,680869033,0
214571-N,Jennica,Esberger,10/1/1981,Female,MINCOM,B,14280008,1494953,188047292,0
861743-X,Pace,Dikels,12/12/1998,Genderqueer,MINFI,A,2274109,925241,1038221203,0
869576-Z,Isabelle,Winfindine,5/2/1991,Female,MINSUP,A,22981237,380287,1116507004,0
276388-I,Katina,Maywood,4/21/1999,Female,MINSEC,B,3986512,823187,945669104,1
121910-N,Bride,Thring,2/16/1975,Female,MINFI,D,5242771,285895,87219169,0
076130-K,Westleigh,Brannon,8/12/1991,Male,MINCOM,B,12239119,614713,113676118,1
227996-F,Pavia,Hembery,8/2/1991,Female,MINEDUB,C,11769155,2729038,977454190,0
159042-S,Latashia,Stoffel,4/30/1983,Female,MINSEC,B,22057935,4959703,1172876320,0
675744-Z,Gerri,Dukes,12/3/1971,Male,MINCOM,D,14716794,3131808,1024239650,0
917431-O,Lorri,Le Provost,1/8/1994,Genderfluid,MINSUP,C,6272643,4853113,1732022134,0
963900-P,Karly,Feldberg,10/3/1978,Female,MINEDUB,B,17959604,5596856,588963644,0
410760-Q,Westley,Flawith,4/17/1989,Male,MINEDUB,C,7737607,5212797,406579189,1
230842-F,Juliette,Duferie,1/9/1982,Female,MINFI,C,15023413,2781341,779674830,0
184816-K,Palm,Dirand,2/13/1973,Male,MINREX,C,18382391,1481791,551730031,0
869455-I,Morey,Glassborow,2/25/2000,Male,MINSEC,A,5380425,3995231,636128341,0
315401-M,Godfree,Vango,8/2/1993,Male,MINSEC,B,7828149,1029534,735417668,0
304707-A,Barnabas,Huband,6/20/1981,Male,MINEDUB,B,16406606,158804,1506845780,1
032063-O,Nicolina,Ruane,4/22/1982,Female,MINCOM,B,19661653,2785180,1981269328,0
733322-Q,Ashlee,Lernihan,10/2/1999,Polygender,MINFI,A,17347918,5851073,448025268,1
434091-B,Codi,Saich,2/5/1971,Male,MINEDUB,C,14760918,4864761,1886463884,1
881055-G,Tedda,Rathke,6/13/1977,Female,MINCOM,B,917906,411968,1795654810,0
484677-T,Natalee,Weatherup,12/26/1977,Female,MINREX,D,18352854,5682185,804857248,0
689934-E,Clifford,Pozzo,3/28/1990,Male,MINSEC,D,1342987,3460856,1945312384,0
745358-N,Malena,Yanin,6/30/1996,Female,MINCOM,C,1070893,234048,712305668,1
347470-K,Bryn,Faltin,12/13/1993,Male,MINFI,A,23775291,3100155,264519420,1
002543-L,Carr,Cragell,8/21/1994,Male,MINSEC,B,3294634,3622198,857366814,0
014401-M,Rudyard,Tarbox,2/28/1986,Male,MINSUP,D,22312179,2859220,1510482446,1
581757-F,Nicko,Whyley,12/26/1982,Male,MINSEC,C,15371782,4312798,1182838428,0
916431-P,Ursulina,Shelsher,3/31/1974,Female,MINSEC,B,16800667,2799190,341293595,1
848544-H,Troy,Reavell,3/16/1975,Male,MINREX,D,7653936,5223769,763789349,0
334054-I,Boote,Matusiak,1/11/2000,Male,MINREX,B,17260986,5465226,446453238,1
928666-F,Hebert,O'Connell,1/6/1997,Male,MINREX,D,26820624,594707,604630413,1
976141-R,Keven,Glew,4/10/1990,Male,MINSUP,D,9776509,2839981,268878621,0
168827-Z,Nalani,Posvner,3/11/1972,Female,MINFI,A,18843470,3270781,938075348,0
077395-X,Symon,Blatherwick,12/4/1988,Male,MINSUP,B,11698127,4174711,1240749283,1
377536-X,Kathryn,Gosson,11/1/1979,Female,MINEDUB,B,27604741,2885710,1114294481,0
573373-T,Christiano,Cawson,1/2/1971,Male,MINSUP,D,7663047,5694562,691342666,1
944642-K,Gretchen,Carwithim,9/3/1984,Agender,MINCOM,C,18471394,2157774,998606127,1
553080-O,Fernanda,Sibbs,6/3/1995,Female,MINEDUB,D,4963611,134835,210295442,1
863685-U,Giorgio,Dammarell,4/3/1988,Male,MINSUP,C,26077354,2025082,483979572,1
319346-B,Alford,Richardot,3/17/1997,Non-binary,MINREX,D,647386,4593829,836890925,1
075338-L,Emanuel,Jelley,4/8/1980,Male,MINREX,C,20246075,2486562,823721901,1
494991-J,Lidia,Moncrieffe,10/21/1996,Female,MINREX,C,24728922,3456019,1020702300,1
921391-C,Craggy,Prujean,12/18/1985,Male,MINREX,C,14316424,2759316,200236139,0
095511-E,Creigh,Trewman,10/29/1981,Male,MINSUP,A,5481794,1711548,1644384196,0
617657-U,Nicki,Killeley,11/12/1992,Female,MINEDUB,D,24355476,5150744,1515341223,0
336549-H,Aguistin,Bigglestone,7/23/1993,Male,MINCOM,B,22097178,5653565,1092019167,1
589077-I,Samson,Poundford,5/30/1992,Male,MINREX,B,9649956,1312418,1624391881,1
048658-R,Berkeley,Trahear,6/28/1973,Male,MINCOM,A,29947399,5255807,276206104,1
775206-E,Rollin,Anneslie,8/10/1973,Genderqueer,MINEDUB,D,22941472,4088710,1520837446,1
169755-A,Stacee,Belshaw,11/21/1986,Male,MINSEC,A,10637157,1576851,1932112022,0
960204-L,Koren,Heading,5/18/1993,Female,MINEDUB,C,14226375,2163020,1294872211,0
526356-Q,Padgett,Adelman,5/5/1983,Male,MINSEC,D,29788292,1894153,122793726,0
451986-G,Mic,Cottham,1/6/1985,Male,MINSEC,C,28009600,4817001,379011834,1
507200-N,Allx,Frantzen,8/3/1977,Female,MINREX,A,10337679,1494764,984142094,0
327883-M,Gabriel,Headington,3/11/1997,Polygender,MINCOM,B,25854362,403686,1769321371,0
771735-R,Jeri,Allchorn,1/31/1973,Female,MINCOM,B,16108630,4386657,1530690639,0
809291-R,Nikolos,Edyson,3/27/1971,Male,MINFI,D,6069160,4059686,1161566255,0
752839-R,Grace,Colliver,1/30/1979,Agender,MINREX,C,27004364,4623542,1808335638,0
462664-W,Neel,Arrighi,2/16/1981,Male,MINFI,B,20790248,4144856,276293002,0
962498-Q,Mariann,Curson,3/14/1976,Female,MINEDUB,D,28864146,1296608,213893885,0
832976-H,Laughton,Rowley,1/5/1992,Male,MINEDUB,A,10626046,5185247,190892790,0
644992-C,Nerte,Ilem,3/17/1976,Bigender,MINREX,D,5723385,3795669,1030609691,0
672596-O,Tyler,Gligorijevic,10/22/1994,Male,MINSEC,A,23888740,2136497,1721105448,0
854271-D,Kin,Bywater,8/7/2000,Male,MINFI,A,7204808,1276601,261122660,1
050865-P,Gasparo,Bargery,2/11/1999,Male,MINSUP,B,21000255,5583725,654001892,1
335324-A,Clair,Beechcraft,5/31/1988,Female,MINFI,D,18481999,3636985,376029185,1
683063-O,Koenraad,Kix,8/1/1972,Male,MINFI,A,28829042,1322946,997942925,0
688333-R,Leticia,Bradley,6/12/1975,Female,MINFI,A,49183,3401754,121324626,0
570241-S,Norris,Cassey,6/16/1989,Male,MINCOM,A,22109189,2009563,1324624879,1
126176-Y,Zia,Ashlee,5/31/1990,Female,MINREX,B,2858437,1455102,1659142590,1
936685-O,Stephie,Veryan,4/30/2001,Female,MINREX,D,12605623,5036276,120051106,0
722561-O,Arnie,Lavington,11/5/1995,Male,MINSUP,A,13388947,1569854,839820248,0
833674-R,Dorthea,Pellman,6/11/1991,Female,MINREX,D,24201408,5384277,1249774496,0
842034-F,Shannen,Guilloux,5/10/1992,Female,MINSEC,C,12607385,757056,856130523,0
489312-N,Madelena,Southall,7/4/1994,Female,MINREX,B,17252934,1775516,1683327506,0
868968-L,Jehu,Handsheart,11/9/1996,Male,MINCOM,D,8236483,879810,1343037589,0
574478-U,Roman,Kildea,5/10/1980,Male,MINREX,C,12261103,3221191,1713642798,1
123285-M,Trstram,Wheatcroft,1/2/1990,Male,MINSUP,A,4124623,5989234,996583283,1
969893-M,Adina,Wheelwright,6/12/1993,Female,MINREX,C,25701869,5826955,1413209103,1
060604-A,Cash,Blumer,2/24/1986,Male,MINREX,B,27649573,5427487,901490489,1
264692-A,Elana,Laytham,1/21/1993,Female,MINSEC,A,27666968,2784617,303196173,0
697067-O,Towny,Romke,5/20/2001,Male,MINEDUB,D,22792020,4603011,462679741,0
774549-Y,Talya,De la Yglesia,6/23/1976,Female,MINFI,D,6120803,5893720,1285326070,1
156233-F,Elfie,Brownbridge,6/7/1970,Agender,MINFI,C,27125675,5867320,1716732585,0
103882-B,Boycey,Issacov,3/16/1994,Male,MINCOM,D,29977017,5666714,828611449,0
409947-G,Guillermo,Dodworth,7/30/1988,Male,MINSEC,A,24131588,4649921,751140831,0
199943-B,Giuseppe,Millbank,12/28/1997,Male,MINCOM,A,7096431,4240190,1809229531,0
188056-T,Emma,Brazelton,5/30/1979,Female,MINSUP,D,4813008,1890271,1688263642,0
315522-Q,Nanete,Ringrose,5/28/1970,Female,MINCOM,D,4513967,1972757,1083666653,0
779595-S,Christophorus,Haywood,11/29/1989,Male,MINREX,D,14340212,817083,1437665129,1
489889-S,Rosetta,Soles,7/22/1976,Female,MINCOM,C,24603266,256230,880880178,0
670681-N,Thoma,Barfoot,4/6/1990,Male,MINSEC,A,6711801,5915548,1475234465,0
685791-K,Norris,Winsome,11/21/1999,Male,MINREX,D,7506053,3854412,573680638,0
187317-S,Mersey,Jayume,7/7/1975,Female,MINEDUB,D,24460274,1812868,933320493,0
282231-C,Reese,Seeley,5/18/1982,Genderqueer,MINSUP,C,24151025,1212034,14775631,1
442334-U,Rodolphe,Drees,4/8/1985,Male,MINFI,A,7058225,1252049,1774187232,0
760983-A,Prudence,Pohlke,10/25/1993,Female,MINREX,D,14460148,3012825,1221761569,1
386646-G,Phil,Bibb,10/10/1986,Female,MINEDUB,C,26997742,3743850,1361700271,0
432709-J,Joice,Haensel,4/13/1990,Female,MINSEC,D,2376470,1101788,1321703286,0
250185-B,Earl,Joiner,8/26/1970,Male,MINCOM,D,11205727,1338154,937069532,0
517118-H,Forrest,Patemore,1/24/1991,Male,MINEDUB,C,16463454,406202,213487927,0
604156-U,Wes,Warriner,7/2/1988,Male,MINSEC,A,5041339,5967657,765649078,0
963572-Z,Quintus,Haylands,2/2/1981,Male,MINREX,C,19011533,677386,1688862847,1
797431-L,Sebastian,Gammons,10/11/1989,Male,MINEDUB,C,14536197,1042715,1616923928,1
662731-Z,Kendell,Knowlman,11/8/1989,Male,MINCOM,B,23401915,5288353,37355947,0
850605-A,Margo,Ollivierre,1/29/1990,Female,MINREX,A,21950552,5895996,688885287,0
854229-T,Pris,Simpole,10/22/1970,Female,MINFI,A,15507324,867297,488508959,1
216646-S,Donelle,Stoller,1/20/1982,Female,MINSUP,B,492169,2880452,559640798,0
923030-X,Jeffrey,Cordero,11/18/1970,Male,MINREX,C,7233378,4928341,547617701,0
304833-S,Sheena,Knevet,2/9/1980,Female,MINSUP,B,22192399,2854463,75021678,0
366213-F,Christiana,Sillars,7/31/1977,Female,MINREX,B,13097140,159355,1766029026,1
370179-T,Sela,Eskrigge,5/4/2001,Female,MINFI,C,12170069,1160316,1506132296,1
593762-C,Andrea,Bourton,5/3/1983,Female,MINFI,C,2747204,5183182,1486877699,1
451229-C,Ilyse,Querrard,1/21/1979,Female,MINFI,A,12443498,4628985,1295658213,1
457278-K,Reinwald,Ferretti,9/9/1996,Male,MINSEC,A,13123958,3973992,665040128,1
150770-Y,Cecilius,Hatry,10/18/2002,Male,MINSEC,A,5585306,5626867,341869513,1
260614-O,Julie,Gayforth,1/26/1992,Male,MINSEC,B,27286397,1640065,1739076481,0
964178-Y,Hilary,Gregore,11/26/1979,Female,MINEDUB,A,27054110,470512,1663454477,0
579838-S,Alena,Shearmur,7/1/1996,Female,MINFI,B,21213436,4525826,1162213812,0
095982-L,Tasha,Goomes,9/21/1974,Female,MINSEC,C,29454090,2389131,1318318476,1
164966-F,Ive,Bramford,4/9/2000,Genderfluid,MINSUP,A,6461551,1037,134053547,0
390776-U,Claudia,Wethered,7/22/1996,Female,MINEDUB,B,6700932,3928831,1281285628,1
207418-C,Demetre,Tellesson,5/21/1985,Male,MINSEC,A,21996485,1534939,161444400,0
844763-M,Flint,Gonnet,9/6/1975,Male,MINSUP,B,28031269,5932693,1157925576,1
311046-K,Myra,Permain,4/7/1977,Female,MINSUP,D,1235069,5067992,1672486792,1
957545-P,Lesley,Heighton,2/27/1976,Female,MINFI,B,6272641,3129419,737676304,1
370309-K,Hynda,Pietzke,8/19/1994,Female,MINSEC,A,26104504,39419,53645720,1
861776-U,Loraine,Sutherns,8/14/2002,Female,MINSEC,A,5321912,951246,1542586955,0
783400-K,Alisander,Bankhurst,12/15/2002,Male,MINCOM,C,13614329,5801122,142495792,1
585892-X,Sayre,Nansom,3/23/2002,Male,MINSUP,B,26338813,4158410,1414990569,0
701275-Z,Shelba,Linck,2/27/1990,Female,MINREX,D,14277771,5271929,142257020,1
453005-T,Norman,Zannolli,1/11/1972,Male,MINSUP,A,25840692,1151450,1219386571,0
798149-J,Bethena,Youthead,10/11/1981,Female,MINFI,B,14578803,3873833,1944681448,1
069832-H,Hoyt,Jeanneau,1/7/1999,Polygender,MINSUP,D,2282553,4562614,1161072922,0
967395-D,Pauletta,Eastway,5/20/2001,Female,MINEDUB,A,14514159,5656310,1287208841,0
366441-Q,Ruttger,Mellanby,10/8/1975,Male,MINEDUB,C,26973958,5912094,142045168,1
720677-R,Bertrand,Himpson,4/5/2002,Male,MINCOM,A,11773752,3065233,596954363,0
945368-G,Charissa,Coddrington,6/11/1992,Polygender,MINREX,B,2248940,3388835,1377850686,1
840656-R,Bernardine,Nield,11/26/1980,Female,MINEDUB,A,20871326,2958267,125700922,1
569422-O,Berky,Dimmne,3/31/1991,Male,MINSEC,A,26231601,2122412,85136567,1
070397-H,Callean,Orrock,7/17/1997,Male,MINFI,C,21386423,3693666,1402239957,1
639384-T,Lidia,Vigors,4/28/1991,Female,MINSEC,A,9899970,3113094,605239200,0
007330-G,Quincy,Crocetto,11/28/1993,Male,MINREX,A,10632299,2418005,792017994,1
238273-P,Marybelle,Nappin,6/20/2002,Polygender,MINFI,C,12827482,5112360,1876080137,0
241213-B,Northrup,Cherry,5/14/1997,Male,MINEDUB,B,3512971,3948380,526289403,1
635539-D,Lolly,Hawford,5/26/1992,Female,MINSUP,B,17937771,549764,203615036,0
431569-S,Harwell,Melesk,6/19/1970,Agender,MINSUP,B,227298,5403761,1363847272,0
614363-Z,Carey,Andreasen,10/24/1970,Female,MINSUP,C,28392274,3465399,1919666779,1
141755-G,Jazmin,McDuall,2/22/1978,Female,MINREX,C,23377704,652548,1570666954,0
485276-N,Padriac,Rubel,10/17/1975,Male,MINFI,C,2109236,691010,1619346664,0
300463-L,Saundra,Stanmer,1/31/1992,Bigender,MINEDUB,B,12783455,3898961,987611294,0
759048-J,Shaughn,Bulleyn,10/18/1971,Male,MINFI,C,7291987,1121795,1698679666,1
708439-E,Arda,Bushel,12/17/1981,Female,MINFI,B,20910786,233094,1663269582,0
763431-D,Chariot,Rizzardini,3/10/1996,Male,MINSEC,A,3710757,1940710,1978519409,1
572703-K,Devin,McQuilty,5/17/1980,Male,MINSEC,B,28158124,2181672,1422968814,0
591400-J,Delila,Tixier,2/14/1970,Genderqueer,MINSEC,A,24261518,2227745,723109574,1
984864-J,Morlee,Lound,4/8/1973,Male,MINFI,B,18873747,3936253,1875772084,1
251035-Z,Inigo,Witson,2/7/1988,Male,MINEDUB,D,29921956,4927009,805069908,1
185127-K,Mylo,Jiracek,7/27/1980,Male,MINFI,B,1062541,5395387,760932345,0
165121-Q,Rolfe,Trembley,10/15/1998,Male,MINFI,D,5349463,5288223,1052251331,1
462160-Y,Vivie,Stanhope,1/17/1974,Female,MINSEC,B,13859414,3915783,1062888246,1
058692-R,Bourke,Abthorpe,2/3/1982,Male,MINEDUB,B,7171210,5158187,903666176,1
711746-N,Hashim,Kubat,6/12/1998,Male,MINSUP,C,16688101,3462127,103503890,0
235213-K,Flossy,Skillett,4/29/1994,Female,MINSUP,A,23148962,2260037,864601690,0
906219-P,Nickolai,Andries,6/16/1994,Male,MINFI,A,25538528,5984890,1052463794,1
592673-E,Desmond,Halpine,7/16/1978,Male,MINSUP,D,199083,2763071,190687331,0
628680-A,Auria,Dell Casa,4/26/1976,Female,MINSEC,B,14165067,4660348,1604842449,0
092456-D,Josiah,Lammerding,5/12/1984,Male,MINEDUB,A,16024923,5362166,831542990,0
567303-E,Ariel,Domenicone,2/22/1999,Male,MINSUP,D,21144219,3549023,1845535093,1
849422-W,Emilee,Marritt,11/11/1994,Female,MINSUP,A,23975942,1018823,632309369,1
058268-X,Andi,Witherdon,6/29/1993,Agender,MINEDUB,D,6032431,5990585,1023786714,1
210606-D,Raymond,Jiricka,6/6/1999,Male,MINSEC,A,17280136,2878874,1960498184,1
007242-W,Everett,Joffe,2/15/1994,Male,MINFI,D,19401395,4087676,1354790419,0
239500-E,Judith,Hutchins,11/17/1979,Female,MINFI,D,16133151,5487230,878153533,1
070429-P,Filide,Coulling,7/12/1998,Genderfluid,MINSEC,A,19741073,5555390,1292283980,0
926177-D,Shandee,Brough,1/1/1992,Female,MINSEC,A,2960946,2423847,1384029632,1
999322-G,Kerwinn,Pattenden,7/3/1979,Male,MINEDUB,C,6950063,5496977,740514101,1
186847-P,Dylan,De Mattia,11/7/1989,Male,MINSEC,A,12129412,304214,234947371,0
160779-B,Patrizia,Steven,8/19/1973,Female,MINCOM,C,13236152,4892085,273994357,1
788102-H,Albie,Brandrick,10/13/1991,Male,MINEDUB,B,3062209,2929759,1232378733,0
480072-G,Eamon,Bastable,11/29/2000,Male,MINREX,B,11558707,3660667,1559960563,0
174633-I,Benita,Maffione,2/24/1991,Female,MINSEC,B,28811237,5041336,1519407265,1
075496-K,Goraud,Mawd,12/3/1985,Male,MINSUP,C,18525906,2571048,114062128,1
432331-E,Jourdan,Ferroli,2/7/1997,Non-binary,MINSUP,B,24392663,3982025,763641529,0
959511-I,Allix,Veschi,9/16/1996,Female,MINFI,B,8557595,1980806,1660227207,0
348333-T,Misha,Gandy,5/25/1984,Female,MINREX,A,25063945,3390119,314738126,1
720952-R,Sammie,Rotchell,10/2/1977,Male,MINCOM,C,29982396,4597537,918556697,0
133295-M,Elvina,Osanne,6/10/1991,Female,MINFI,B,7623713,3687684,187476761,0
667005-Z,Alwyn,Verdie,1/12/1981,Male,MINCOM,B,11388516,366868,1188147350,1
103851-F,Guss,Dunniom,3/16/1976,Male,MINEDUB,B,13243891,1161047,1409156275,0
662176-B,Desdemona,Abbis,8/13/1988,Female,MINCOM,D,12782469,656654,279391897,1
542446-I,Eldon,Houseley,10/22/1973,Agender,MINSEC,A,16971634,4148157,839676614,0
306222-M,Armand,Reyna,12/17/1992,Male,MINREX,D,5370423,3018311,434187733,0
457813-Y,Tye,Tunaclift,12/12/1992,Male,MINSEC,B,29897348,5536410,1367359981,0
363406-L,Britt,Dawid,7/9/1993,Male,MINCOM,C,21115059,5264708,430184448,1
993926-I,Rory,Renachowski,2/22/1991,Male,MINCOM,B,7286122,2300194,631093721,0
588784-B,Debee,Filisov,3/30/1994,Female,MINSUP,C,12315691,2527033,466424026,1
306332-O,Issie,Tyne,4/10/1992,Female,MINREX,C,8339262,5206427,1150118977,0
327565-A,Arlin,Ivashchenko,11/15/1985,Male,MINREX,C,9769840,5922896,487964749,0
370223-K,Kermit,McGill,4/6/1971,Male,MINEDUB,A,725631,5182379,1835031157,1
042701-T,Yves,MacConnulty,9/30/1972,Male,MINFI,A,5492172,5205966,996567000,0
545275-T,Alfi,Dumbleton,12/29/1998,Female,MINREX,C,400516,52215,969353274,1
558408-X,Lars,Ciementini,10/26/1972,Male,MINEDUB,A,6738971,2616724,59167401,0
310295-K,Trumaine,Gantzman,2/3/1981,Agender,MINFI,D,17400898,1628290,423598743,0
353660-J,Verney,Halesworth,5/30/1982,Male,MINSEC,A,1639104,4471002,575293711,0
983589-L,Lamar,Reyne,5/1/2002,Male,MINCOM,D,29100490,1923904,237750457,0
960869-H,Nesta,Fabry,11/4/1974,Female,MINSUP,B,8053179,3576530,1976061837,1
871673-M,Chaunce,Jerrans,11/13/1997,Male,MINEDUB,B,12189930,3086646,1534924845,1
758959-D,Emile,Kilbane,12/23/1996,Male,MINEDUB,C,10015713,5547257,1836187031,1
172706-Y,Karlie,Baldocci,7/17/1987,Bigender,MINFI,B,21431991,558805,1483407663,1
920531-B,Lurette,Johann,9/25/1992,Female,MINSEC,C,3356656,2694122,1701928397,1
539903-V,Katlin,Gai,6/28/1970,Female,MINEDUB,A,11345760,2352506,11340835,1
765674-A,Christophorus,Fulleylove,3/2/1996,Male,MINCOM,B,3458966,5475324,1361912275,1
196900-W,Munmro,Cottrell,9/20/1990,Male,MINCOM,C,2806541,5941173,1086964113,0
756704-E,Nola,Yurevich,4/23/1982,Female,MINSUP,D,24599957,1426796,1211512719,0
813744-A,Padget,Trudgeon,1/28/1992,Male,MINSUP,D,214567,4193992,803643231,0
110672-Q,Laurene,Kearney,1/28/1971,Female,MINSUP,D,13006235,4232037,593534590,0
204520-G,Garvin,Jancik,3/25/1987,Male,MINCOM,C,6378355,4843719,1457211600,0
205587-Z,Dollie,Benda,2/22/1991,Female,MINFI,C,1838240,5169737,676239515,1
580834-M,Milly,Assiter,10/14/1997,Female,MINSEC,B,25704004,5492575,287635034,1
381703-D,Elsa,Sheircliffe,7/6/1986,Female,MINCOM,B,21655742,4059509,129604837,0
878247-Z,Melosa,Mouth,12/29/2002,Bigender,MINSUP,A,29392463,3245713,1823305210,1
222413-T,Kakalina,Hause,11/3/1985,Female,MINSUP,D,18503930,836233,1841608121,0
057884-D,Morgun,Woltering,5/17/1999,Male,MINFI,D,18813641,1512983,1277025408,1
363816-E,Lenci,Klisch,2/22/1986,Male,MINSEC,A,24297420,2021555,288871940,1
994812-N,Em,Racher,10/15/1990,Bigender,MINFI,B,14020058,2628603,55316250,1
744500-Y,Adrianna,Buggs,11/13/1985,Female,MINSUP,B,5046188,4758979,1996403118,0
136847-K,Sean,Matysik,9/3/2000,Female,MINCOM,C,15263228,3765250,1200977021,0
769868-A,Charlotta,Jealous,8/31/1996,Female,MINSUP,D,14446588,5995477,475773965,1
383276-A,Oberon,Winterborne,6/8/1986,Male,MINFI,A,18185732,1922094,1487723019,0
801562-K,Delphine,Dulanty,1/18/1998,Female,MINEDUB,A,129078,3505323,1607811126,0
986747-Y,Kimball,Grigore,7/27/1974,Male,MINSUP,D,6394284,3059151,181695571,1
503521-T,Clair,Di Bartolommeo,7/10/1992,Male,MINEDUB,D,28070201,5144371,916376051,1
690421-U,Luther,Jansen,4/25/1979,Male,MINREX,D,21429493,5374739,924215073,1
974485-Y,Shel,Thew,5/25/1985,Female,MINREX,D,932735,4545910,783578324,0
222935-O,Cele,Strewther,3/21/1979,Female,MINREX,A,1509859,629357,1719344394,1
040089-R,Rollins,M'Chirrie,8/4/1974,Male,MINREX,D,27067638,3415197,1786980795,1
918386-A,Walton,Hanssmann,6/28/1974,Male,MINFI,A,6022484,4201500,66342743,0
232608-P,Tulley,Boakes,1/17/1973,Male,MINFI,B,10693625,507923,648661609,1
548630-M,Adelice,Klimkowski,3/18/1981,Female,MINREX,A,26470850,347765,590006305,0
724481-K,Des,Wakeford,8/2/1993,Male,MINFI,D,6672585,5833499,548306076,1
374254-C,Daveen,MacAllaster,5/14/1982,Female,MINSUP,C,8799569,4879013,1523609033,0
942640-F,Brianne,Tirkin,9/6/1998,Female,MINREX,C,28421837,5989119,1729639149,1
377900-F,Mirelle,Steuhlmeyer,11/27/1982,Female,MINEDUB,B,7729289,4486969,1483980526,0
633820-V,Chanda,Kinder,8/26/1988,Female,MINSUP,B,24314241,1115166,513039492,1
545018-X,Miltie,Jirusek,10/11/1979,Male,MINEDUB,D,23504855,3115584,1832946810,0
837996-W,Giorgio,Tossell,10/24/1997,Male,MINFI,C,3991671,3997803,201428828,0
839306-E,Inna,Tewes,1/16/1999,Female,MINREX,A,11978868,5169719,807208474,0
139199-K,Pate,Withnall,10/9/1997,Male,MINFI,B,14749105,5109998,1725392815,0
167031-N,Johnette,Maben,5/11/1998,Female,MINCOM,B,6251502,3900123,1832987745,1
022123-Q,Penrod,Yashunin,3/14/1990,Male,MINFI,C,21639259,4321740,1309931326,1
862039-O,Brooke,Mellish,5/14/1994,Male,MINSEC,A,18213240,3431580,398622275,1
242892-D,Waiter,Murfin,12/23/1978,Male,MINSEC,A,10419274,2221664,809112751,1
503632-N,Truda,Westrey,1/17/1987,Female,MINREX,C,14087072,565079,1376104697,0
393811-U,Nancy,Iseton,7/14/1972,Female,MINEDUB,D,9882462,4641723,664313595,1
251945-G,Pearline,Fantham,9/1/1985,Female,MINSEC,D,29019746,333239,1595497489,1
355350-W,Lyndell,Josefson,12/31/1999,Female,MINREX,C,28912882,5135596,615445387,1
